"","Fiscal_year","ContractingOfficeCode","obligatedAmount","numberOfContracts","hh_index_obl","hh_index_k"
"42381",2014,"MU300",1919094,173,857.1341,908.4834
"42382",2014,"MX115",1816441,142,555.4375,281.6901
"42383",2014,"MX300",603113.4,68,688.8016,657.4394
"42384",2014,"MX500",242083.1,32,1348.647,1210.938
"42385",2014,"MX520",218665,35,2038.211,1134.694
"42386",2014,"MX530",12923138,894,524.0293,678.6982
"42387",2014,"MX560",1774094,159,625.3012,368.2607
"42388",2014,"MX570",514130.2,42,848.8672,623.5828
"42389",2014,"MX600",230627.1,35,1156.012,1134.694
"42390",2014,"MX610",198824.1,26,1625.326,769.2308
"42391",2014,"MX720",1080987,107,757.0911,781.7277
"42392",2014,"MX900",6248490,221,422.7995,246.3095
"42393",2014,"MY300",4998492,264,868.92,404.9013
"42394",2014,"MZ500",4311021,282,1918.652,2070.821
"42395",2014,"N00013",1385989,53,1159.611,1498.754
"42396",2014,"N00014",784923494,1765,4992.27,5128.577
"42397",2014,"N00015",20339518,241,1996.955,1171.64
"42398",2014,"N00019",19741307214,1675,5079.065,1703.553
"42399",2014,"N00024",22139207654,2728,3400.883,1250.618
"42400",2014,"N00025",9251856,9,4543.756,4074.074
"42401",2014,"N00030",2396918629,250,3767.979,1356.48
"42402",2014,"N00033",1416595860,1185,5064.315,1491.848
"42403",2014,"N00038",900406.4,59,772.1541,600.4022
"42404",2014,"N00039",1999284022,1093,1479.921,1450.225
"42405",2014,"N00055",85664.73,9,5240.153,8024.691
"42406",2014,"N00070",428235,38,2030.328,2811.634
"42407",2014,"N00072",0,9,0,1604.938
"42408",2014,"N00104",702112304,11328,628.2906,493.6132
"42409",2014,"N00124",15687742,534,1848.644,1030.664
"42410",2014,"N00162",625085.6,34,981.1503,622.8374
"42411",2014,"N00164",917617610,3389,2895.193,478.1695
"42412",2014,"N00166",0,10,0,10000
"42413",2014,"N00167",165879310,370,8155.175,1077.721
"42414",2014,"N00168",60200175,2673,1537.974,1956.388
"42415",2014,"N00173",509565975,3776,3376.058,298.1209
"42416",2014,"N00174",467374400,1610,2571.467,444.0106
"42417",2014,"N00178",711842667,6516,5997.413,6066.093
"42418",2014,"N00183",70494358,3132,779.3978,1227.291
"42419",2014,"N00189",2162428836,9791,655.5012,168.1691
"42420",2014,"N00203",4639760,413,679.3901,584.6901
"42421",2014,"N00207",474193.2,32,10000,10000
"42422",2014,"N00231",0,32,0,683.5938
"42423",2014,"N00232",9971663,580,566.6742,638.4067
"42424",2014,"N00242",4847158,200,572.7501,430.5
"42425",2014,"N00244",245847895,2452,2201.018,219.5331
"42426",2014,"N00253",116228060,989,2632.607,214.5849
"42427",2014,"N00259",52308414,2699,1199.396,1729.537
"42428",2014,"N00281",278677.5,23,2492.74,1758.034
"42429",2014,"N00285",291314.7,25,2377.301,1616
"42430",2014,"N00383",2015684019,4913,4268.6,2460.033
"42431",2014,"N00406",114794509,6658,308.9864,162.9382
"42432",2014,"N00421",1896933029,2497,3894.199,1191.102
"42433",2014,"N00604",148272817,1709,2281.843,351.8323
"42434",2014,"N00620",46610.01,5,5322.408,6800
"42435",2014,"N00621",321734,9,4603.548,2592.593
"42436",2014,"N00948",28902.24,3,4844.429,3333.333
"42437",2014,"N00950",694008.7,52,1822.619,1789.941
"42438",2014,"N0463A",-10466.29,2,0,5000
"42439",2014,"N0534A",0,38,0,734.072
"42440",2014,"N0610A",0,12,0,1388.889
"42441",2014,"N0612A",95178.95,11,2055.227,1570.248
"42442",2014,"N0622A",64573562,1193,6431.421,5538.925
"42443",2014,"N09296",34341.57,2,10000,10000
"42444",2014,"N09520",189194.2,12,4029.095,1388.889
"42445",2014,"N09526",5856.5,1,10000,10000
"42446",2014,"N09577",408146.5,27,5123.016,5336.077
"42447",2014,"N09679",4317.3,1,10000,10000
"42448",2014,"N09963",8413.54,1,10000,10000
"42449",2014,"N21247",3039317,168,2182.332,2082.625
"42450",2014,"N21853",1795972,95,10000,10000
"42451",2014,"N30178",6952,3,10000,10000
"42452",2014,"N3049B",0,1,0,10000
"42453",2014,"N30531",152565.3,57,4383.616,8984.303
"42454",2014,"N30929",127504.3,10,2991.36,1200
"42455",2014,"N32185",265728,28,1119.95,1045.918
"42456",2014,"N32205",308065541,2186,4003.233,374.3903
"42457",2014,"N32253",95884403,85,9980.751,9313.495
"42458",2014,"N32379",10736825,52,9343.155,8897.929
"42459",2014,"N32398",9041307,347,1237.386,1209.295
"42460",2014,"N32416",39952.07,4,4641.099,3750
"42461",2014,"N33011",1246041,16,7835.764,2343.75
"42462",2014,"N33191",199143881,1396,3313.84,2194.296
"42463",2014,"N3426B",843176.1,4,10000,10000
"42464",2014,"N3474B",393853,13,1774.236,1005.917
"42465",2014,"N3476B",194400.9,10,2772.838,1600
"42466",2014,"N35391",1328129,24,9675.907,7708.333
"42467",2014,"N35697",824268.3,18,2225.308,987.6543
"42468",2014,"N3582A",4610004,6,10000,10000
"42469",2014,"N35949",1293275,65,2209.146,1039.053
"42470",2014,"N3596A",44299,7,1635.117,1428.571
"42471",2014,"N3597A",82078.54,2,5010.004,5000
"42472",2014,"N36001",445822.8,45,2058.519,1585.185
"42473",2014,"N3654A",4144865,132,1216.715,841.3682
"42474",2014,"N3761A",1737672,33,5539.621,1258.035
"42475",2014,"N38305",69004.42,10,10000,10000
"42476",2014,"N39040",25588351,503,834.7724,441.6048
"42477",2014,"N39163",563184.6,61,907.1186,760.5482
"42478",2014,"N39430",399793859,983,1779.53,1986.414
"42479",2014,"N39467",142935.2,11,2855.173,2066.116
"42480",2014,"N40027",233307853,116,9159.055,9491.677
"42481",2014,"N40080",942347318,2980,2745.099,2087.586
"42482",2014,"N40083",112050151,984,1126.479,729.1254
"42483",2014,"N40084",393668146,1891,914.5762,935.129
"42484",2014,"N40085",1506682604,5634,2736.217,815.6542
"42485",2014,"N40192",350262103,864,2501.855,810.5871
"42486",2014,"N40345",38537533,804,2619.814,685.5647
"42487",2014,"N40389",17016.9,4,3723.09,3750
"42488",2014,"N40443",15664076,302,5965.446,1554.976
"42489",2014,"N40446",19283898,283,8394.913,2979.311
"42490",2014,"N40582",1694719,50,2011.369,1584
"42491",2014,"N40628",389558.3,24,1344.627,1562.5
"42492",2014,"N42485",105658.7,10,4686.307,4000
"42493",2014,"N42794",-15337.06,9,0,1358.025
"42494",2014,"N4365A",154185.5,9,10000,10000
"42495",2014,"N44255",487614508,1067,2825.021,2030.858
"42496",2014,"N44280",0,2,0,10000
"42497",2014,"N44329",131110.4,26,5030.891,3550.296
"42498",2014,"N44466",1437101,135,832.6543,902.6063
"42499",2014,"N44852",3864230,464,2072.375,1364.261
"42500",2014,"N4523A",107147969,97,9941.037,9596.131
"42501",2014,"N45582",0,17,0,1072.664
"42502",2014,"N45854",308132.7,18,2473.699,802.4691
"42503",2014,"N49093",376850.5,15,5050.445,2088.889
"42504",2014,"N49400",47492602,1219,2925.029,2086.778
"42505",2014,"N50054",1250180077,868,8633.002,5206.524
"42506",2014,"N53811",0,4,0,6250
"42507",2014,"N55201",30090.4,3,5510.337,5555.556
"42508",2014,"N55218",40917.05,6,10000,10000
"42509",2014,"N55236",1016864294,1392,9408.177,5610.003
"42510",2014,"N55321",1245341,79,1436.472,719.436
"42511",2014,"N55722",1079993,67,1293.612,625.9746
"42512",2014,"N57007",48260.59,4,3024.491,2500
"42513",2014,"N57012",67162.38,17,4347.635,3564.014
"42514",2014,"N57023",13639996,160,7036.481,4707.031
"42515",2014,"N57025",0,35,0,1134.694
"42516",2014,"N57046",12586.96,2,5151.273,5000
"42517",2014,"N57092",95519.03,7,1904.645,1428.571
"42518",2014,"N57100",89224.84,6,3502.266,3333.333
"42519",2014,"N61017",650569.1,41,1321.714,1433.67
"42520",2014,"N61035",24565,8,10000,10000
"42521",2014,"N61036",125915.4,9,10000,10000
"42522",2014,"N61054",8947714,813,7522.67,4198.729
"42523",2014,"N61056",669515.7,129,10000,10000
"42524",2014,"N61057",2128726,18,9916.942,5246.914
"42525",2014,"N61058",2045986,316,4523.195,4063.051
"42526",2014,"N61331",302741695,836,2656.023,462.5581
"42527",2014,"N61337",1838836,78,1534.641,644.313
"42528",2014,"N61340",1139868220,547,2088.978,870.8628
"42529",2014,"N61463",20389.26,2,10000,10000
"42530",2014,"N61564",183248.8,5,4293.061,2000
"42531",2014,"N61690",7800.4,1,10000,10000
"42532",2014,"N61726",897094.7,43,2146.517,957.2742
"42533",2014,"N61751",3624.22,5,10000,3600
"42534",2014,"N61805",18011,3,10000,10000
"42535",2014,"N61809",60535.69,14,8912.065,8673.469
"42536",2014,"N61842",3300,1,10000,10000
"42537",2014,"N61845",51018.75,8,10000,10000
"42538",2014,"N61861",42410,9,10000,10000
"42539",2014,"N61863",103666.7,17,6595.821,8892.734
"42540",2014,"N61866",54374.67,14,10000,10000
"42541",2014,"N61880",27422,8,10000,10000
"42542",2014,"N61900",93106.28,20,8170.42,8150
"42543",2014,"N61903",24285.86,6,10000,10000
"42544",2014,"N61905",48158,6,3354.854,5000
"42545",2014,"N61910",3075,1,10000,10000
"42546",2014,"N61911",71349.4,15,10000,10000
"42547",2014,"N61917",17788.5,5,10000,10000
"42548",2014,"N61919",0,1,0,10000
"42549",2014,"N61921",0,1,0,10000
"42550",2014,"N61923",81002,17,10000,10000
"42551",2014,"N61927",41194,10,10000,10000
"42552",2014,"N61929",112248,25,10000,10000
"42553",2014,"N61933",235270,24,10000,10000
"42554",2014,"N61942",81299,19,8395.146,9002.77
"42555",2014,"N61944",50976,12,10000,10000
"42556",2014,"N61949",24605.92,2,5000.593,5000
"42557",2014,"N61959",0,7,0,10000
"42558",2014,"N61963",14076,4,10000,10000
"42559",2014,"N61965",24192,9,10000,10000
"42560",2014,"N61968",75312,13,10000,10000
"42561",2014,"N61982",26078,7,10000,10000
"42562",2014,"N61992",133801,17,10000,10000
"42563",2014,"N61998",5422.48,1,10000,10000
"42564",2014,"N62031",39197,26,6331.984,9260.355
"42565",2014,"N62038",181352.7,48,10000,10000
"42566",2014,"N62044",5422.48,1,10000,10000
"42567",2014,"N62054",78230,28,5021.334,5025.51
"42568",2014,"N62062",21089.6,15,10000,10000
"42569",2014,"N62078",38868.88,15,10000,10000
"42570",2014,"N62080",67686,43,10000,10000
"42571",2014,"N62092",152382.8,19,10000,10000
"42572",2014,"N62094",0,1,0,10000
"42573",2014,"N62095",98127.5,23,10000,10000
"42574",2014,"N62102",184787,38,9275.073,9002.77
"42575",2014,"N62105",169134.8,28,7950.615,8647.959
"42576",2014,"N62106",50893.8,3,5378.607,5555.556
"42577",2014,"N62107",15548.33,9,10000,10000
"42578",2014,"N62109",3528.46,2,10000,10000
"42579",2014,"N62114",64108,16,5146.887,5078.125
"42580",2014,"N62116",0,20,0,5950
"42581",2014,"N62126",23945.31,8,7281.708,6250
"42582",2014,"N62128",19077.71,2,10000,10000
"42583",2014,"N62130",51775,11,10000,10000
"42584",2014,"N62146",45839.32,13,6828.879,6094.675
"42585",2014,"N62271",20207523,634,1222.259,1012.549
"42586",2014,"N62285",439957.9,63,1943.007,929.7052
"42587",2014,"N62298",0,5,0,10000
"42588",2014,"N62306",29112391,356,795.9911,703.5097
"42589",2014,"N62410",0,12,0,1388.889
"42590",2014,"N62430",0,3,0,5555.556
"42591",2014,"N62437",116874,51,8129.517,5048.058
"42592",2014,"N62439",379145.5,36,10000,10000
"42593",2014,"N62447",338158.5,46,9452.237,9158.79
"42594",2014,"N62470",264065700,733,2341.686,2874.635
"42595",2014,"N62473",1425543369,4406,1446.744,768.9809
"42596",2014,"N62478",304777867,742,2912.21,2097.377
"42597",2014,"N62588",59322.13,10,1994.009,2000
"42598",2014,"N62645",436103778,3022,3028.467,4560.739
"42599",2014,"N62649",132615714,2460,5007.253,405.1259
"42600",2014,"N62695",61964.55,9,3048.425,1604.938
"42601",2014,"N62742",624239455,616,2090.904,2837.009
"42602",2014,"N62786",204301067,125,9812.716,1153.92
"42603",2014,"N62789",292635529,155,5090.923,2894.901
"42604",2014,"N62793",76600349,330,7197.421,1033.242
"42605",2014,"N62841",199127.3,33,977.6156,633.6088
"42606",2014,"N62853",0,6,0,10000
"42607",2014,"N62854",0,17,0,1072.664
"42608",2014,"N62879",0,3,0,5555.556
"42609",2014,"N62880",0,27,0,4403.292
"42610",2014,"N62936",1942005,58,1207.835,457.7883
"42611",2014,"N62952",4350,1,10000,10000
"42612",2014,"N62980",1081941,96,1104.939,1397.569
"42613",2014,"N62995",313686.6,32,5352.318,3730.469
"42614",2014,"N63082",5864783,160,1385.367,845.3125
"42615",2014,"N63102",751566.1,96,8837.129,8439.67
"42616",2014,"N63110",448406.2,9,3554.712,2345.679
"42617",2014,"N63134",82229.49,4,3809.425,2500
"42618",2014,"N63209",697473.2,3,10000,10000
"42619",2014,"N63210",605122.6,2,10000,10000
"42620",2014,"N63211",2096600,2,10000,10000
"42621",2014,"N63212",743782,4,10000,10000
"42622",2014,"N63213",516900,5,9546.473,6800
"42623",2014,"N63215",1202563,3,10000,10000
"42624",2014,"N63216",780830,3,10000,10000
"42625",2014,"N63218",528722.5,2,10000,10000
"42626",2014,"N63219",511944.5,1,10000,10000
"42627",2014,"N63220",1145383,3,10000,10000
"42628",2014,"N63222",370185.2,2,10000,10000
"42629",2014,"N63223",305482.8,5,10000,10000
"42630",2014,"N63224",719561.7,3,10000,10000
"42631",2014,"N63226",865385.6,8,10000,10000
"42632",2014,"N63228",2113678,4,10000,10000
"42633",2014,"N63229",1014494,5,10000,10000
"42634",2014,"N63232",1218835,3,10000,10000
"42635",2014,"N63234",793876.7,2,10000,10000
"42636",2014,"N63235",1945576,5,10000,10000
"42637",2014,"N63285",12602281,358,422.3079,389.3449
"42638",2014,"N63291",11912,1,10000,10000
"42639",2014,"N63294",1958897,11,10000,10000
"42640",2014,"N63295",0,4,0,10000
"42641",2014,"N63296",2899809,6,5383.513,5000
"42642",2014,"N63299",2821100,8,10000,10000
"42643",2014,"N63301",2439896,7,10000,10000
"42644",2014,"N63303",4358336,6,5262.666,5000
"42645",2014,"N63313",655331,2,10000,10000
"42646",2014,"N63315",1357660,5,10000,10000
"42647",2014,"N63374",-612365.7,9,0,6543.21
"42648",2014,"N63393",798053.3,34,1413.986,1366.782
"42649",2014,"N63394",201001197,606,4246.875,519.7203
"42650",2014,"N63533",0,33,0,9412.305
"42651",2014,"N64267",153667978,417,5310.293,611.5971
"42652",2014,"N64709",2845465,127,380.1474,247.3805
"42653",2014,"N65236",2315682818,6561,3549.313,2735.915
"42654",2014,"N65540",815553669,1586,3724.295,764.2375
"42655",2014,"N65726",41764144,79,8787.92,713.0268
"42656",2014,"N65971",59007.48,11,2019.174,1735.537
"42657",2014,"N66001",900900790,3866,3451.39,1742.818
"42658",2014,"N66018",-51537.8,91,0,9782.635
"42659",2014,"N66094",711238.6,22,3940.743,2148.76
"42660",2014,"N66095",307840.2,21,1880.147,1111.111
"42661",2014,"N66096",1147740,81,1325.573,2754.153
"42662",2014,"N66097",625890.2,40,1281.412,712.5
"42663",2014,"N66098",429249.2,16,1722.885,1093.75
"42664",2014,"N66101",78201.32,48,1502.669,729.1667
"42665",2014,"N66231",258567.7,96,10000,10000
"42666",2014,"N66604",455613768,1364,6414.772,860.9532
"42667",2014,"N66691",207730,55,1929.741,492.562
"42668",2014,"N66715",52969943,64,9514.363,6176.758
"42669",2014,"N66809",1107778,3,10000,10000
"42670",2014,"N66810",769442,2,10000,10000
"42671",2014,"N67596",17426.8,2,5485.653,5000
"42672",2014,"N68064",657829.6,4,10000,10000
"42673",2014,"N68072",1740500,6,10000,10000
"42674",2014,"N68093",8951799,434,1169.061,1110.663
"42675",2014,"N68094",9205586,531,469.2226,674.8096
"42676",2014,"N68095",2936250,325,1061.05,637.6331
"42677",2014,"N68096",6257402,250,589.8362,568.64
"42678",2014,"N68139",1177623,7,6051.051,5102.041
"42679",2014,"N68171",79285566,1228,1176.221,202.8403
"42680",2014,"N68221",79731.92,5,3640.551,2000
"42681",2014,"N68246",42053848,1440,8055.334,7023.939
"42682",2014,"N68292",1484618,141,1492.58,744.9323
"42683",2014,"N68303",1160823,3,10000,10000
"42684",2014,"N68306",24904.64,95,5138.479,9585.596
"42685",2014,"N68322",25393604,214,1682.167,987.8592
"42686",2014,"N68328",35610.21,5,5529.629,5200
"42687",2014,"N68330",0,17,0,8892.734
"42688",2014,"N68335",1219279840,3111,1072.766,893.563
"42689",2014,"N68350",0,29,0,8715.815
"42690",2014,"N68358",29013.5,29,10000,10000
"42691",2014,"N68470",718502,52,1840.38,850.5917
"42692",2014,"N68546",1485082,61,956.804,550.9272
"42693",2014,"N68610",651521.5,17,4919.357,1418.685
"42694",2014,"N68660",11171,3,5046.13,5555.556
"42695",2014,"N68702",0,4,0,10000
"42696",2014,"N68710",2211447,2,10000,10000
"42697",2014,"N68725",530836.6,2,10000,10000
"42698",2014,"N68726",1717108,2,10000,10000
"42699",2014,"N68728",1231969,1,10000,10000
"42700",2014,"N68734",109479.7,2,6561.387,5000
"42701",2014,"N68742",2093454,128,592.5106,437.0117
"42702",2014,"N68836",741147355,3944,3959.683,529.771
"42703",2014,"N68846",30992,9,10000,10000
"42704",2014,"N68853",6559.38,3,5109.708,5555.556
"42705",2014,"N68858",-13100,7,0,10000
"42706",2014,"N68869",22097.2,1,10000,10000
"42707",2014,"N68895",0,2,0,5000
"42708",2014,"N68936",841103548,2608,2370.791,545.1137
"42709",2014,"N68948",5768.43,1,10000,10000
"42710",2014,"N68994",0,49,0,8100.791
"42711",2014,"N69190",351876,36,1555.084,1126.543
"42712",2014,"N69199",37684.35,5,2593.317,2800
"42713",2014,"N69223",3704.96,1,10000,10000
"42714",2014,"N69250",0,1,0,10000
"42715",2014,"N69316",72321082,156,5150.653,973.8659
"42716",2014,"N69434",0,1,0,10000
"42717",2014,"N69450",1225895235,3420,2611.77,1334.272
"42718",2014,"N70240",114217.4,13,2025.634,1834.32
"42719",2014,"N70272",1174125,45,1404.295,923.4568
"42720",2014,"N70294",352240.2,18,2625.07,925.9259
"42721",2014,"N91732",1077310,128,3274.412,4196.777
"42722",2014,"NA000",4900.3,2,6149.098,5000
"42723",2014,"NA300",636266.3,33,1631.409,523.416
"42724",2014,"NAC01",1870891,57,2638.809,747.9224
"42725",2014,"NAMA0",115533495,569,1047.596,302.0438
"42726",2014,"NF000",2614292,209,2136.555,1667.773
"42727",2014,"NG000",728257.9,36,2322.158,1651.235
"42728",2014,"NG600",2188085,213,574.0894,479.8431
"42729",2014,"NH000",3471834,1117,1664.114,1380.801
"42730",2014,"NI014",9674672,487,656.7527,167.7707
"42731",2014,"NI500",5994569,346,1586.42,469.4444
"42732",2014,"NK000",4245082,703,4410.184,5730.754
"42733",2014,"NL000",4296131,116,3292.943,1251.486
"42734",2014,"NL800",5196538,182,1583.815,451.0325
"42735",2014,"NM000",0,72,0,2079.475
"42736",2014,"NM030",629378.7,36,721.1812,339.5062
"42737",2014,"NM040",2299595,14,6928.264,1224.49
"42738",2014,"NM090",5436.59,6,10000,1666.667
"42739",2014,"NM110",334382.7,17,2168.757,865.0519
"42740",2014,"NM200",383310.5,26,1969.319,650.8876
"42741",2014,"NM520",51697.39,9,5515.94,1358.025
"42742",2014,"NM954",2631346,102,920.4392,313.341
"42743",2014,"NMAAHC",5450581,161,703.5314,412.4069
"42744",2014,"NMAFA",528178.5,46,1212.999,1049.149
"42745",2014,"NMAH",476472.9,28,1867.608,714.2857
"42746",2014,"NMAIDC",647767.1,51,2850.703,426.7589
"42747",2014,"NMAIMD",712151.5,38,645.3845,484.7645
"42748",2014,"NMAINY",363992.6,30,1644.141,777.7778
"42749",2014,"NMNH",3457492,216,674.396,643.8615
"42750",2014,"NMO00",1783293864,623,9281.553,6911.491
"42751",2014,"NN000",4167,1,10000,10000
"42752",2014,"NO600",1763521,162,413.8041,245.3894
"42753",2014,"NP000",27037238,86,6670.827,3391.022
"42754",2014,"NP400",5599304,313,803.6164,516.7961
"42755",2014,"NPG",357576,30,1645.744,1933.333
"42756",2014,"NPPD00",278521804,267,2476.427,1165.818
"42757",2014,"NQ000",-2.47,3,0,5555.556
"42758",2014,"NR000",4135993,36,8958.643,3703.704
"42759",2014,"NRCHQ",218948394,1276,1226.694,425.9859
"42760",2014,"NRCR1",-13859.13,3,0,3333.333
"42761",2014,"NRCR4",-4386,11,0,1074.38
"42762",2014,"NS000",7870133,37,4015.239,3265.157
"42763",2014,"NS500",1146286,77,777.3996,534.6601
"42764",2014,"NSD01",1468768,36,3738.864,1141.975
"42765",2014,"NSSC0",868258402,4536,2847.082,3952.429
"42766",2014,"NU700",1839757,182,650.5671,338.7272
"42767",2014,"NV010",17994.12,10,2784.912,1200
"42768",2014,"NV020",-12555.2,6,0,1666.667
"42769",2014,"NV030",-54369.21,21,5021.599,702.9478
"42770",2014,"NV040",226281.7,58,1382.751,760.9988
"42771",2014,"NV050",203102.7,15,3589.095,844.4444
"42772",2014,"NV060",60137.17,14,3449.658,1428.571
"42773",2014,"NV955",15626900,553,697.1776,255.4209
"42774",2014,"NW000",10448529,89,1634.932,688.0444
"42775",2014,"NZ100",32880.15,5,4199.116,4400
"42776",2014,"NZ950",990524.5,97,536.8818,296.5246
"42777",2014,"NZP",550631.7,45,773.004,528.3951
"42778",2014,"OA000",0,461,0,4469.441
"42779",2014,"OAKLA",507874.9,5,10000,10000
"42780",2014,"OC650",872800,1,10000,10000
"42781",2014,"OC660",8594.3,4,10000,2500
"42782",2014,"OC662",80123353,726,1156.02,1210.565
"42783",2014,"OC663",13731333,73,6266.066,3589.792
"42784",2014,"OC664",15981028,222,2402.977,3017.612
"42785",2014,"OC665",23000,2,10000,10000
"42786",2014,"OCFO",25320,2,6680.717,5000
"42787",2014,"OCIO",34523772,342,1720.056,1406.074
"42788",2014,"OEC",82350,2,10000,10000
"42789",2014,"OF",76419.18,7,4538.094,1836.735
"42790",2014,"OFDT",318244978,44,4672.727,1415.289
"42791",2014,"OFEO",36956879,608,2512.298,154.0318
"42792",2014,"OFS1",11013141,115,4351.882,2010.586
"42793",2014,"OHA000",44492852,125,2579.375,1176.96
"42794",2014,"OIG",13180.53,2,5381.761,5000
"42795",2014,"OIG00",17712863,135,4865.026,520.7133
"42796",2014,"OIG001",10477064,59,3303.799,824.4757
"42797",2014,"OIG01",2014631,39,2836.546,874.4247
"42798",2014,"OIGNO",4662899,119,2286.141,575.5243
"42799",2014,"OISLR",3118668,337,4622.752,3785.276
"42800",2014,"OPIC",4830293,13,2378.876,1124.26
"42801",2014,"OPROS",422215,15,8309.356,7688.889
"42802",2014,"OR010",286287.1,49,1142.248,612.2449
"42803",2014,"OR020",9354.46,11,7300.594,1735.537
"42804",2014,"OR030",4425024,144,1952.875,353.0093
"42805",2014,"OR050",2976069,118,4095.637,1360.241
"42806",2014,"OR080",1034159,127,2979.211,1969.744
"42807",2014,"OR090",1134079,114,1307.993,2111.419
"42808",2014,"OR100",3401344,124,2380.538,1205.775
"42809",2014,"OR110",3366779,185,4849.29,2601.315
"42810",2014,"OR120",1419480,87,2651.696,1771.7
"42811",2014,"OR130",344192.2,77,1027.951,585.2589
"42812",2014,"OR952",40025870,885,1257.598,710.4089
"42813",2014,"ORDCO0",1902524,249,677.9291,553.3782
"42814",2014,"ORV00",3599.48,1,10000,10000
"42815",2014,"OSS01",11180336,193,3646.101,2652.152
"42816",2014,"OUSSCI",18000,1,10000,10000
"42817",2014,"PA000",1013847,76,900.2701,560.9418
"42818",2014,"PA100",1353807,107,6615.44,5662.503
"42819",2014,"PB000",3012929,160,1613.571,3202.344
"42820",2014,"PBGC01",294043070,776,938.3972,381.4499
"42821",2014,"PC000",39590970,101,2332.885,1671.405
"42822",2014,"PCARD",13461825,2255,1126.994,1284.019
"42823",2014,"PD000",2692465,112,2363.029,5253.508
"42824",2014,"PD001",43014841,680,832.1029,396.2803
"42825",2014,"PD002",291563866,2245,805.3859,314.8377
"42826",2014,"PD003",116433149,666,2721.933,1190.064
"42827",2014,"PD424",1447400,5,4925.003,2800
"42828",2014,"PDS01",1780204853,4691,823.599,297.2864
"42829",2014,"PDS02",40732332,4415,237.6529,217.8761
"42830",2014,"PE000",6695099,69,2652.383,1455.577
"42831",2014,"PE500",11246294,791,445.5507,425.0888
"42832",2014,"PF000",234123.4,10,5019.1,4000
"42833",2014,"PG000",1944362,99,1192.896,1394.756
"42834",2014,"PH000",2366982,107,1798.257,1642.938
"42835",2014,"PHXAZ",3725.4,2,10000,10000
"42836",2014,"PI000",10235209,111,1365.33,947.1634
"42837",2014,"PJ000",1529678,107,1796.12,1653.42
"42838",2014,"PK000",3015162,182,3672.454,3901.703
"42839",2014,"PK330",14563383,887,517.0814,901.9547
"42840",2014,"PK400",1395939,216,191.7182,144.4616
"42841",2014,"PK500",257034.6,78,782.9476,506.2459
"42842",2014,"PK700",1772973,70,2625.181,526.5306
"42843",2014,"PL900",4086890,349,997.7166,502.7052
"42844",2014,"PLECA",3187385,479,2925.855,3719.082
"42845",2014,"PM070",6682190,412,397.6583,241.658
"42846",2014,"PMS01",41837207,284,1090.818,335.003
"42847",2014,"PN000",480890,29,3466.052,2770.511
"42848",2014,"PO",4497780,741,473.4856,762.0916
"42849",2014,"PO500",1683331,152,523.311,278.7396
"42850",2014,"POLLA",8175,1,10000,10000
"42851",2014,"POS01",1000749479,2194,1348.884,1342.507
"42852",2014,"PP500",727784.9,132,821.6315,393.7098
"42853",2014,"PQ000",-1391185,5,10000,2800
"42854",2014,"PRE20",118688194,2417,1895.932,6099.337
"42855",2014,"PROC",7489410,231,1139.285,1987.032
"42856",2014,"PS000",3213818,183,3263.145,3086.088
"42857",2014,"PS470",406219.5,24,1971.682,868.0556
"42858",2014,"PV000",45986383,164,1860.726,1225.461
"42859",2014,"PW000",17060335,101,2702.54,1567.493
"42860",2014,"QA000",2888811,131,2788.241,2368.743
"42861",2014,"QA100",3364324,175,7452.51,5547.429
"42862",2014,"QH000",2858418,144,2329.643,2228.009
"42863",2014,"QK000",9005776,165,5488.183,2088.154
"42864",2014,"QM000",909399.5,45,3172.984,3827.16
"42865",2014,"QN000",6183705,316,1487.236,2613.564
"42866",2014,"QP000",1650868,91,2721.214,1969.569
"42867",2014,"QV000",1977383,11,2850.091,2066.116
"42868",2014,"R1CO00",20157629,185,7168.257,1436.669
"42869",2014,"R21847",14192.66,15,5010.509,1644.444
"42870",2014,"R2CO00",50152211,274,5612.304,2181.523
"42871",2014,"R33011",1953400,60,2121.143,872.2222
"42872",2014,"R33174",771548.7,8,10000,10000
"42873",2014,"R3CO00",47549692,251,6187.333,746.1786
"42874",2014,"R4CO00",33759119,418,6909.444,3749.227
"42875",2014,"R55575",136578.1,16,1179.619,1015.625
"42876",2014,"R55752",77807.5,4,5021.357,3750
"42877",2014,"R5CO00",129783193,495,7420.964,2454.974
"42878",2014,"R68951",269411.8,12,3026.713,1805.556
"42879",2014,"R6CO00",34763632,315,6363.823,3417.183
"42880",2014,"R7CO00",74597307,696,7402.849,3068.726
"42881",2014,"R8CO00",15660645,470,2869.83,1976.279
"42882",2014,"R9CO00",49997075,341,3678.212,2565.767
"42883",2014,"RA000",400269.7,51,3694.653,3525.567
"42884",2014,"RA001",2088070,126,1303.581,987.6543
"42885",2014,"RA002",1448.34,3,10000,5555.556
"42886",2014,"RA003",549123.4,91,1840.403,1054.221
"42887",2014,"RA004",837872.8,152,1184.97,1705.332
"42888",2014,"RA005",3596819,255,700.8344,383.391
"42889",2014,"RA006",2345409,266,913.629,471.4795
"42890",2014,"RA007",109091.4,23,2160.041,2287.335
"42891",2014,"RA008",63839.29,17,3809.251,2041.522
"42892",2014,"RA009",674321.8,120,1023.662,1134.722
"42893",2014,"RB100",3189844,271,536.2676,259.3919
