"principalnaicscode","StartCY","def6_HHI_lag1","def6_obl_lag1Const","def6_ratio_lag1","US6_avg_sal_lag1Const","annual_action_obligation","annual_count","naics_action_obligation","naics_count","naics_dollar_rank","naics_count_rank","principalnaicscodeText","principalNAICS2DigitCode","principalNAICS3DigitCode","principalNAICS4DigitCode","NAICS_shorthand","NAICS_unabbreviated","CY"
"212322",2013,3767.46068975063,934532.798654325,0.000497114875162726,53981.606353367,11749.3224666143,1,1523985.67739389,16,626,698,"Industrial Sand Mining",21,212,2123,"NA",NA,2012
"212393",2008,1484.585670095,638299.136492813,0.00113831368668078,66943.2495793584,105909.871699714,2,167134.951056571,4,835,871.5,"Other Chemical and Fertilizer Mineral Mining",21,212,2123,"NA",NA,2007
"212393",2009,969.417075680734,1311980.6344704,0.00113831368668078,66943.2495793584,55190.5546121593,1,167134.951056571,4,835,871.5,"Other Chemical and Fertilizer Mineral Mining",21,212,2123,"NA",NA,2008
"212393",2012,3347.61012289795,1691692.55290806,0.00113831368668078,66943.2495793584,6034.52474469757,1,167134.951056571,4,835,871.5,"Other Chemical and Fertilizer Mineral Mining",21,212,2123,"NA",NA,2011
"212399",2008,4699.56488953301,969393.201143475,0.00111005410738896,50576.8094951762,15213.6364118333,1,31120.0755795436,3,964,904.5,"All Other Nonmetallic Mineral Mining",21,212,2123,"NA",NA,2007
"212399",2012,3175.31813183427,755043.402259381,0.00111005410738896,50576.8094951762,9645,1,31120.0755795436,3,964,904.5,"All Other Nonmetallic Mineral Mining",21,212,2123,"NA",NA,2011
"212399",2014,2484.81187127339,373276.530672243,0.000742847018958066,58423.7218494377,6261.43916771024,1,31120.0755795436,3,964,904.5,"All Other Nonmetallic Mineral Mining",21,212,2123,"NA",NA,2013
"213111",2008,4656.93462632231,229994.629513244,8.72642102400632e-06,66838.6023891907,513011.659241446,14,2480365.2318323,48,577,545.5,"Drilling Oil and Gas Wells",21,213,2131,"NA",NA,2007
"213111",2009,2663.85564693147,556967.145501428,8.72642102400632e-06,66838.6023891907,498400.623658135,16,2480365.2318323,48,577,545.5,"Drilling Oil and Gas Wells",21,213,2131,"NA",NA,2008
"213111",2010,3717.60872267862,639342.556487079,8.72642102400632e-06,66838.6023891907,436495.395759717,4,2480365.2318323,48,577,545.5,"Drilling Oil and Gas Wells",21,213,2131,"NA",NA,2009
"213111",2011,3101.81394886675,546231.119453888,8.72642102400632e-06,66838.6023891907,559818.612691033,5,2480365.2318323,48,577,545.5,"Drilling Oil and Gas Wells",21,213,2131,"NA",NA,2010
"213111",2013,6839.57550852984,40802.5881128398,1.2237852016804e-06,80677.3072177856,214526.443440691,3,2480365.2318323,48,577,545.5,"Drilling Oil and Gas Wells",21,213,2131,"NA",NA,2012
"213111",2014,3781.1677821806,237713.488911465,1.2237852016804e-06,80677.3072177856,16974.3980203674,1,2480365.2318323,48,577,545.5,"Drilling Oil and Gas Wells",21,213,2131,"NA",NA,2013
"213111",2015,7691.41168260724,672164.182450307,1.2237852016804e-06,80677.3072177856,241138.099020907,5,2480365.2318323,48,577,545.5,"Drilling Oil and Gas Wells",21,213,2131,"NA",NA,2014
"213112",2008,1128.27620202357,1767782.56239916,3.27085459066302e-05,62274.3993317411,2316239.7520472,20,149387284.219517,132,182,390,"Support Activities for Oil and Gas Operations",21,213,2131,"NA",NA,2007
"213112",2009,5271.89597544964,10698059.7172884,3.27085459066302e-05,62274.3993317411,5627572.94868004,34,149387284.219517,132,182,390,"Support Activities for Oil and Gas Operations",21,213,2131,"NA",NA,2008
"213112",2010,5284.58995471624,7220809.16646792,3.27085459066302e-05,62274.3993317411,1733761.36749117,15,149387284.219517,132,182,390,"Support Activities for Oil and Gas Operations",21,213,2131,"NA",NA,2009
"213112",2011,1269.66417229918,1560411.31088046,3.27085459066302e-05,62274.3993317411,780617.476961647,20,149387284.219517,132,182,390,"Support Activities for Oil and Gas Operations",21,213,2131,"NA",NA,2010
"213112",2012,980.672272665505,1639778.99171116,3.27085459066302e-05,62274.3993317411,480971.168517675,14,149387284.219517,132,182,390,"Support Activities for Oil and Gas Operations",21,213,2131,"NA",NA,2011
"213112",2013,854.429985679712,1418689.2876659,1.54239402250297e-05,70291.2693307379,101144338.390197,16,149387284.219517,132,182,390,"Support Activities for Oil and Gas Operations",21,213,2131,"NA",NA,2012
"213112",2014,7046.56193211591,37267131.4734224,1.54239402250297e-05,70291.2693307379,37001779.4035257,6,149387284.219517,132,182,390,"Support Activities for Oil and Gas Operations",21,213,2131,"NA",NA,2013
"213112",2015,5031.2207073706,57252527.3241587,1.54239402250297e-05,70291.2693307379,302003.712096697,7,149387284.219517,132,182,390,"Support Activities for Oil and Gas Operations",21,213,2131,"NA",NA,2014
"213113",2009,4213.17146125326,621342.78972981,1.03255431938269e-05,56603.0609689979,19598.1455974843,1,19598.1455974843,1,985,1023,"Support Activities for Coal Mining",21,213,2131,"NA",NA,2008
"213114",2008,6582.22290809328,18966.0222248414,1.14638891031488e-05,51195.7856809095,0,1,7023.0607966457,2,1031,952,"Support Activities for Metal Mining",21,213,2131,"NA",NA,2007
"213114",2009,5016.63890509762,8298.14764395889,1.14638891031488e-05,51195.7856809095,7023.0607966457,1,7023.0607966457,2,1031,952,"Support Activities for Metal Mining",21,213,2131,"NA",NA,2008
"213115",2008,3609.44877491039,1090598.96132345,0.00184503083815613,48686.9066850055,1904067.54959495,22,19665351.7779482,149,363,376,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",21,213,2131,"NA",NA,2007
"213115",2009,6052.10941276466,1907241.30569162,0.00184503083815613,48686.9066850055,5673574.16847284,26,19665351.7779482,149,363,376,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",21,213,2131,"NA",NA,2008
"213115",2010,3186.3619649042,6500945.04914547,0.00184503083815613,48686.9066850055,2636890.73729322,25,19665351.7779482,149,363,376,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",21,213,2131,"NA",NA,2009
"213115",2011,3617.16991657452,3008743.95462924,0.00184503083815613,48686.9066850055,1030653.84481353,19,19665351.7779482,149,363,376,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",21,213,2131,"NA",NA,2010
"213115",2012,4196.22820832174,1047737.79151448,0.00184503083815613,48686.9066850055,752127.697832443,10,19665351.7779482,149,363,376,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",21,213,2131,"NA",NA,2011
"213115",2013,7680.64587182087,790008.961039907,0.0012361585108261,56140.5627875538,3044353.76012873,21,19665351.7779482,149,363,376,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",21,213,2131,"NA",NA,2012
"213115",2014,2996.12180202379,3784629.79190502,0.0012361585108261,56140.5627875538,3730002.98815656,18,19665351.7779482,149,363,376,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",21,213,2131,"NA",NA,2013
"213115",2015,4793.30859737894,3675875.90445663,0.0012361585108261,56140.5627875538,893681.031655963,8,19665351.7779482,149,363,376,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",21,213,2131,"NA",NA,2014
"221111",2008,3794.71776012797,14637302.5241229,0.00572178679835649,84848.3475723781,172339.45284975,29,10394421.5876654,74,431,466.5,"Hydroelectric Power Generation",22,221,2211,"NA",NA,2007
"221111",2009,8604.13200205437,6292055.91486614,0.00572178679835649,84848.3475723781,133708.469916143,15,10394421.5876654,74,431,466.5,"Hydroelectric Power Generation",22,221,2211,"NA",NA,2008
"221111",2010,4675.26756583383,8327276.80848816,0.00572178679835649,84848.3475723781,155157.970422208,15,10394421.5876654,74,431,466.5,"Hydroelectric Power Generation",22,221,2211,"NA",NA,2009
"221111",2011,8475.87723060689,4808373.87835467,0.00572178679835649,84848.3475723781,8766610.58762992,6,10394421.5876654,74,431,466.5,"Hydroelectric Power Generation",22,221,2211,"NA",NA,2010
"221111",2012,3762.9209756401,19623769.0223974,0.00572178679835649,84848.3475723781,488725.1133,4,10394421.5876654,74,431,466.5,"Hydroelectric Power Generation",22,221,2211,"NA",NA,2011
"221111",2013,4434.65539823441,10340977.3123524,0.00388725720571366,87369.0177492031,343676.276512176,1,10394421.5876654,74,431,466.5,"Hydroelectric Power Generation",22,221,2211,"NA",NA,2012
"221111",2014,4604.72232838254,9058854.04676278,0.00388725720571366,87369.0177492031,26759.1657836432,1,10394421.5876654,74,431,466.5,"Hydroelectric Power Generation",22,221,2211,"NA",NA,2013
"221111",2015,5245.16181922213,7714747.47767099,0.00388725720571366,87369.0177492031,307444.551251547,3,10394421.5876654,74,431,466.5,"Hydroelectric Power Generation",22,221,2211,"NA",NA,2014
"221112",2008,1871.8358494669,194519569.089985,0.00194643432916145,102243.611673771,20602107.8255651,38,221434429.07702,248,154,308.5,"Fossil Fuel Electric Power Generation",22,221,2211,"NA",NA,2007
"221112",2009,3310.90106390455,73494685.5995973,0.00194643432916145,102243.611673771,54933950.5460288,34,221434429.07702,248,154,308.5,"Fossil Fuel Electric Power Generation",22,221,2211,"NA",NA,2008
"221112",2010,3475.90378460659,119197480.153122,0.00194643432916145,102243.611673771,38695412.9541397,28,221434429.07702,248,154,308.5,"Fossil Fuel Electric Power Generation",22,221,2211,"NA",NA,2009
"221112",2011,2954.21878071058,127482903.204483,0.00194643432916145,102243.611673771,24407442.9387441,28,221434429.07702,248,154,308.5,"Fossil Fuel Electric Power Generation",22,221,2211,"NA",NA,2010
"221112",2012,5841.256556962,95203012.0760411,0.00194643432916145,102243.611673771,18118302.4304021,26,221434429.07702,248,154,308.5,"Fossil Fuel Electric Power Generation",22,221,2211,"NA",NA,2011
"221112",2013,5823.82942636345,100359145.640227,0.00113551959214461,107569.172412499,20414399.6462819,19,221434429.07702,248,154,308.5,"Fossil Fuel Electric Power Generation",22,221,2211,"NA",NA,2012
"221112",2014,3810.84738312024,106588858.124837,0.00113551959214461,107569.172412499,22190003.8330377,37,221434429.07702,248,154,308.5,"Fossil Fuel Electric Power Generation",22,221,2211,"NA",NA,2013
"221112",2015,3625.15142126383,134339920.225393,0.00113551959214461,107569.172412499,22072808.9028203,38,221434429.07702,248,154,308.5,"Fossil Fuel Electric Power Generation",22,221,2211,"NA",NA,2014
"221113",2010,5012.68321657492,12268.2450188444,2.75118797379473e-06,128331.707064747,48646937.0287345,1,92692806.6383181,3,216,904.5,"Nuclear Electric Power Generation",22,221,2211,"NA",NA,2009
"221113",2011,10000,53709783.4880004,2.75118797379473e-06,128331.707064747,31125606,1,92692806.6383181,3,216,904.5,"Nuclear Electric Power Generation",22,221,2211,"NA",NA,2010
"221113",2012,10000,10521202.0827253,2.75118797379473e-06,128331.707064747,12920263.6095837,1,92692806.6383181,3,216,904.5,"Nuclear Electric Power Generation",22,221,2211,"NA",NA,2011
"221114",2013,NA,NA,NA,NA,98193.2344854674,1,1354230.08268114,4,639,871.5,"Solar Electric Power Generation",22,221,2211,"NA",NA,2012
"221114",2014,NA,NA,NA,NA,768180.666602447,1,1354230.08268114,4,639,871.5,"Solar Electric Power Generation",22,221,2211,"NA",NA,2013
"221114",2015,NA,NA,NA,NA,487856.181593224,2,1354230.08268114,4,639,871.5,"Solar Electric Power Generation",22,221,2211,"NA",NA,2014
"221117",2014,NA,NA,NA,NA,4324612.2680118,1,4324612.2680118,1,527,1023,"Biomass Electric Power Generation",22,221,2211,"NA",NA,2013
"221118",2012,NA,NA,NA,NA,5831.11743912019,1,24974671.35708,31,341,615.5,"Other Electric Power Generation",22,221,2211,"NA",NA,2011
"221118",2013,NA,NA,NA,NA,21767303.0206614,10,24974671.35708,31,341,615.5,"Other Electric Power Generation",22,221,2211,"NA",NA,2012
"221118",2014,NA,NA,NA,NA,2548162.85800983,10,24974671.35708,31,341,615.5,"Other Electric Power Generation",22,221,2211,"NA",NA,2013
"221118",2015,NA,NA,NA,NA,653374.36096958,10,24974671.35708,31,341,615.5,"Other Electric Power Generation",22,221,2211,"NA",NA,2014
"221119",2008,4162.68430789667,171999036.593974,0.0331983621648433,103747.730556961,182139099.226116,25,1097475656.30565,383,79,251,"Other Electric Power Generation",22,221,2211,"NA",NA,2007
"221119",2009,4040.08588457025,126015481.980123,0.0331983621648433,103747.730556961,7838045.89951999,20,1097475656.30565,383,79,251,"Other Electric Power Generation",22,221,2211,"NA",NA,2008
"221119",2010,6870.45131238428,74873725.7748445,0.0331983621648433,103747.730556961,151121890.518628,29,1097475656.30565,383,79,251,"Other Electric Power Generation",22,221,2211,"NA",NA,2009
"221119",2011,2231.32142719061,133673917.485593,0.0331983621648433,103747.730556961,483328789.98059,155,1097475656.30565,383,79,251,"Other Electric Power Generation",22,221,2211,"NA",NA,2010
"221119",2012,2414.70014107104,606120847.02518,0.0331983621648433,103747.730556961,220677586.158703,122,1097475656.30565,383,79,251,"Other Electric Power Generation",22,221,2211,"NA",NA,2011
"221119",2013,3800.04487674171,285997235.128941,0.0364558059096155,98645.8503421891,37815755.7356638,23,1097475656.30565,383,79,251,"Other Electric Power Generation",22,221,2211,"NA",NA,2012
"221119",2014,3052.91160833359,130910574.694025,0.0364558059096155,98645.8503421891,2082041.00761006,5,1097475656.30565,383,79,251,"Other Electric Power Generation",22,221,2211,"NA",NA,2013
"221119",2015,2991.57657944505,13796019.2319814,0.0364558059096155,98645.8503421891,12472447.7788141,4,1097475656.30565,383,79,251,"Other Electric Power Generation",22,221,2211,"NA",NA,2014
"221121",2008,4958.70084779979,68949699.7383069,0.0138004236504731,105976.708749586,83288298.3831346,28,235968527.333799,159,146,367.5,"Electric Bulk Power Transmission and Control",22,221,2211,"NA",NA,2007
"221121",2009,4533.18717643723,66150197.5409368,0.0138004236504731,105976.708749586,48438438.6193958,29,235968527.333799,159,146,367.5,"Electric Bulk Power Transmission and Control",22,221,2211,"NA",NA,2008
"221121",2010,4352.09747591732,59149044.5977283,0.0138004236504731,105976.708749586,33177272.9398235,22,235968527.333799,159,146,367.5,"Electric Bulk Power Transmission and Control",22,221,2211,"NA",NA,2009
"221121",2011,5054.20575501841,57519799.8949636,0.0138004236504731,105976.708749586,42267403.5998078,19,235968527.333799,159,146,367.5,"Electric Bulk Power Transmission and Control",22,221,2211,"NA",NA,2010
"221121",2012,4864.07753399422,55400211.1461655,0.0138004236504731,105976.708749586,8367199.45147164,14,235968527.333799,159,146,367.5,"Electric Bulk Power Transmission and Control",22,221,2211,"NA",NA,2011
"221121",2013,7455.40394431732,42293913.9630453,0.00391480076954235,124675.90383176,8701530.14676401,8,235968527.333799,159,146,367.5,"Electric Bulk Power Transmission and Control",22,221,2211,"NA",NA,2012
"221121",2014,6149.29989192227,7023642.45970845,0.00391480076954235,124675.90383176,10023284.0980368,19,235968527.333799,159,146,367.5,"Electric Bulk Power Transmission and Control",22,221,2211,"NA",NA,2013
"221121",2015,2134.64863527003,1856049.47490326,0.00391480076954235,124675.90383176,1705100.09536499,20,235968527.333799,159,146,367.5,"Electric Bulk Power Transmission and Control",22,221,2211,"NA",NA,2014
"221122",2008,636.035535519798,699957369.766281,0.00186568661900401,99136.2092911996,475947579.51193,431,2217319607.81866,2432,53,96,"Electric Power Distribution",22,221,2211,"NA",NA,2007
"221122",2009,855.25699355631,613164705.116011,0.00186568661900401,99136.2092911996,418929612.120773,432,2217319607.81866,2432,53,96,"Electric Power Distribution",22,221,2211,"NA",NA,2008
"221122",2010,858.601392191712,789122917.722327,0.00186568661900401,99136.2092911996,351689776.681233,486,2217319607.81866,2432,53,96,"Electric Power Distribution",22,221,2211,"NA",NA,2009
"221122",2011,652.084443677224,717140554.873955,0.00186568661900401,99136.2092911996,189468892.93515,337,2217319607.81866,2432,53,96,"Electric Power Distribution",22,221,2211,"NA",NA,2010
"221122",2012,524.703589802231,542285272.485884,0.00186568661900401,99136.2092911996,162122690.183429,253,2217319607.81866,2432,53,96,"Electric Power Distribution",22,221,2211,"NA",NA,2011
"221122",2013,423.681870047398,429943867.430536,0.00132071250690116,102465.18476723,222173894.196487,170,2217319607.81866,2432,53,96,"Electric Power Distribution",22,221,2211,"NA",NA,2012
"221122",2014,533.024264372444,472339309.04172,0.00132071250690116,102465.18476723,226793841.263661,190,2217319607.81866,2432,53,96,"Electric Power Distribution",22,221,2211,"NA",NA,2013
"221122",2015,518.469236752916,558369055.717633,0.00132071250690116,102465.18476723,170193320.925994,133,2217319607.81866,2432,53,96,"Electric Power Distribution",22,221,2211,"NA",NA,2014
"221210",2008,861.730485249182,71826717.5405237,0.000477238804415544,86434.1607147888,66958362.9672394,126,465362427.002363,696,116,189,"Natural Gas Distribution",22,221,2212,"NA",NA,2007
"221210",2009,831.69592842784,98317881.8337013,0.000477238804415544,86434.1607147888,83857942.4795603,99,465362427.002363,696,116,189,"Natural Gas Distribution",22,221,2212,"NA",NA,2008
"221210",2010,1334.31705484407,122576377.301958,0.000477238804415544,86434.1607147888,80728928.7239441,91,465362427.002363,696,116,189,"Natural Gas Distribution",22,221,2212,"NA",NA,2009
"221210",2011,1189.81257938869,110172582.488081,0.000477238804415544,86434.1607147888,74455061.1808924,91,465362427.002363,696,116,189,"Natural Gas Distribution",22,221,2212,"NA",NA,2010
"221210",2012,1585.36101141905,98856066.0030337,0.000477238804415544,86434.1607147888,30888131.7474513,79,465362427.002363,696,116,189,"Natural Gas Distribution",22,221,2212,"NA",NA,2011
"221210",2013,1080.54236862461,53474802.1569288,0.000550364531927819,87868.4939848799,40801655.1600383,72,465362427.002363,696,116,189,"Natural Gas Distribution",22,221,2212,"NA",NA,2012
"221210",2014,696.437296236786,77223290.0405364,0.000550364531927819,87868.4939848799,51198267.0121052,74,465362427.002363,696,116,189,"Natural Gas Distribution",22,221,2212,"NA",NA,2013
"221210",2015,693.534634029283,114897676.80118,0.000550364531927819,87868.4939848799,36474077.7311322,64,465362427.002363,696,116,189,"Natural Gas Distribution",22,221,2212,"NA",NA,2014
"221310",2008,1487.01417379752,290613163.080776,0.0325617747363496,56232.2000920203,145949089.883169,239,465744266.038532,1564,115,125,"Water Supply and Irrigation Systems",22,221,2213,"NA",NA,2007
"221310",2009,1493.81894117056,333403614.155612,0.0325617747363496,56232.2000920203,73662690.7502891,268,465744266.038532,1564,115,125,"Water Supply and Irrigation Systems",22,221,2213,"NA",NA,2008
"221310",2010,832.160139451001,210592028.155716,0.0325617747363496,56232.2000920203,46789720.9071394,221,465744266.038532,1564,115,125,"Water Supply and Irrigation Systems",22,221,2213,"NA",NA,2009
"221310",2011,1730.92734102164,354028424.490428,0.0325617747363496,56232.2000920203,25249551.5693141,218,465744266.038532,1564,115,125,"Water Supply and Irrigation Systems",22,221,2213,"NA",NA,2010
"221310",2012,2610.86779675874,291764974.059583,0.0325617747363496,56232.2000920203,84723418.0655851,211,465744266.038532,1564,115,125,"Water Supply and Irrigation Systems",22,221,2213,"NA",NA,2011
"221310",2013,1156.87722232365,303575510.028563,0.0296517453804007,55923.9524605765,35070142.3756464,172,465744266.038532,1564,115,125,"Water Supply and Irrigation Systems",22,221,2213,"NA",NA,2012
"221310",2014,2464.61835845261,362527550.839409,0.0296517453804007,55923.9524605765,25335958.4485917,127,465744266.038532,1564,115,125,"Water Supply and Irrigation Systems",22,221,2213,"NA",NA,2013
"221310",2015,1586.87697804734,393148580.915412,0.0296517453804007,55923.9524605765,28963694.0387982,108,465744266.038532,1564,115,125,"Water Supply and Irrigation Systems",22,221,2213,"NA",NA,2014
"221320",2008,1608.97594834131,110013403.176803,0.0717790329048339,50883.4355064763,13951374.7670903,106,180991815.373044,766,162,177,"Sewage Treatment Facilities",22,221,2213,"NA",NA,2007
